crop,state,season,rainfall_mm,temperature_c,humidity_percent,soil_ph,soil_nitrogen,soil_phosphorus,soil_potassium,soil_moisture,solar_radiation,ndvi,irrigation_level,yield_t_per_ha,yield_kg_per_ha,crop_extinction_risk
sugarcane,Haryana,Zaid,1095.930698080457,19.664452533023784,64.26517099861564,6.7532627134458725,25.671297699445876,51.78951035684884,136.49407141571453,28.40965631420266,27.55688602996446,0.3524591675357468,0.15325774830450722,8.521667901276334,8521.667901276334,Low Risk
soybean,Tamil Nadu,Kharif,482.82181152837694,18.952619704010477,66.67890863839747,6.453178195328027,94.24973907871612,45.77991479919251,31.618923158895456,16.063222436749488,17.562615038901953,0.7700131457809849,0.0647868140672272,13.954496692204673,13954.496692204673,Low Risk
millet,Bihar,Zaid,390.3609380056821,29.241557568010222,34.42883285862312,7.1978438176711865,80.67299534756256,19.48225267633158,110.86845817394084,55.155068252770484,25.9881994285763,0.5723574981722513,0.3389851672485935,10.280270568064802,10280.270568064801,Low Risk
millet,Karnataka,Kharif,226.7245042451748,30.837968140914974,58.986610929372006,7.649928212574342,58.483098151315545,14.34237108545464,23.20911146353646,10.488391096613583,17.98474406926818,0.5743914428218224,0.2834982135780548,10.96608962094194,10966.08962094194,Low Risk
maize,Punjab,Rabi,1147.697388586812,35.78094074679346,69.3547830149565,6.472691257579267,41.78502717199332,48.07288986509734,96.30890199904022,20.18396818590608,25.298541536911145,0.6153661790678947,0.15570124098138372,11.826028206288155,11826.028206288156,Low Risk
cotton,Bihar,Rabi,883.8549250352079,37.58302873033904,87.66384418548708,6.844655351946242,73.63193212652844,55.45966658394796,127.2355415065813,37.5011402354554,26.803188818945365,0.21389556643430777,0.7846358913746243,13.42588757154068,13425.88757154068,Low Risk
sugarcane,Tamil Nadu,Zaid,1157.0301050431603,24.813336101455164,31.502748509307644,5.976179129701042,115.51527662683809,60.772995792632514,89.4666874144345,49.38122014105322,16.566669736402133,0.26430565767509423,0.04239477780784895,12.501330268857048,12501.330268857047,Low Risk
wheat,Uttar Pradesh,Rabi,1063.849182970555,36.10212105928724,70.57693808678627,7.472173879170567,90.81061434108933,60.54984710071717,53.20756480266091,20.67988369376916,29.912948370884074,0.21384020110413046,0.9128018199040127,15.655599109993894,15655.599109993893,Low Risk
millet,Maharashtra,Rabi,540.4665926904077,28.559500882918346,33.740244600158675,7.141111489271332,47.935563779741635,61.82182404235842,22.64085702862349,41.74023793407984,13.51870955709697,0.5408293876828545,0.7040926467450238,11.241156885613277,11241.156885613276,Low Risk
soybean,Karnataka,Kharif,312.6830457555068,26.76455351505049,39.53060923343852,6.315826651085091,94.29178399977586,11.422541040284925,21.295171709691317,28.900835229052408,21.25503736893709,0.48137140828005454,0.36278226549868586,10.049464551382899,10049.464551382898,Low Risk
cotton,Maharashtra,Kharif,699.0567948601378,32.474266151444695,40.39847830018434,7.51030968135713,70.40409032354364,25.644852651887888,126.76063220549577,10.171853886770624,23.309514300200167,0.8751473079028018,0.7611823379767965,12.234566105707916,12234.566105707916,Low Risk
cotton,Bihar,Zaid,226.813797817671,17.579874033616345,49.73234621730512,7.732948153982964,24.80176391553011,61.07138608337063,101.62838340619972,45.75672676795094,13.077781277429072,0.7014681854373193,0.39202307285815785,9.560249173771602,9560.249173771603,Low Risk
wheat,Karnataka,Kharif,349.91662814344966,21.634662643312815,79.8779420703516,6.16359602118892,81.75361107249,18.650724431502603,79.15702605286825,41.2494468716293,10.670439159410105,0.7186285048734506,0.8563168713382114,13.287379547080574,13287.379547080574,Low Risk
millet,Madhya Pradesh,Zaid,433.43262901508353,35.419067135284706,81.37423529631866,5.929247876043264,43.38946501195331,23.06065417930248,85.80980012200075,12.775371916336628,12.379508491627512,0.3981474853073572,0.263512980477525,9.887084638179985,9887.084638179986,Low Risk
soybean,Madhya Pradesh,Zaid,865.6465961444752,27.601970958435224,52.4971147590715,7.413351990044149,60.96588615126235,56.17215135499628,88.99402154058315,53.47647368254672,12.905774512458501,0.6498274474177956,0.3518695433377529,15.856986589566347,15856.986589566346,Low Risk
sugarcane,Tamil Nadu,Kharif,709.8774739540961,37.70108591205235,55.87816963510451,6.839589823418933,67.84675949563675,66.57246236337784,66.60836871401395,18.512874146671848,22.749832474256152,0.29103113136668696,0.5477261847864869,9.468070023405456,9468.070023405457,Low Risk
rice,Punjab,Rabi,502.4195561127978,17.21759334707277,43.02184272638825,7.5340469980822995,99.93078788804765,21.373711045784887,127.95862711642906,50.216754676840196,29.419199576223697,0.5351386372006524,0.8889956536005146,14.471028432356588,14471.028432356588,Low Risk
soybean,Madhya Pradesh,Rabi,764.7683991913399,22.83532027450113,55.950827463438706,6.299291151348054,78.00684231640888,48.55792734635922,149.17350934708097,30.113623591976328,19.905671484292885,0.7032741898751229,0.7165248475185659,17.19211530057786,17192.11530057786,Low Risk
wheat,Madhya Pradesh,Rabi,325.2026488883673,23.888747320100915,46.490065941106835,6.836884426606306,54.00964147801934,22.69410104721675,86.4758760436633,20.908559984931436,25.881163535665923,0.776938937143647,0.7607635161588993,13.912530121122337,13912.530121122338,Low Risk
cotton,Haryana,Rabi,955.7081268186125,25.568008068078854,40.49295871464075,6.827587435231177,85.72485982228166,24.601342023666437,84.15651937142182,39.27207161345615,12.105226078434516,0.7574277139330863,0.19207809594745928,10.130723920504556,10130.723920504555,Low Risk
sugarcane,Maharashtra,Zaid,912.0351387532843,39.67050128910621,39.50808417445067,5.932933226879377,39.20950793833322,43.738253520473734,140.46865920587234,32.55572281616947,17.048989278458848,0.2926241080549091,0.3820603861587444,10.674600841235135,10674.600841235135,Low Risk
soybean,Maharashtra,Rabi,416.50267568052936,22.76656785170504,76.53882908309487,7.781442902187157,102.27927056164138,57.1711574174033,106.10863895032618,55.02281895497014,13.14017267724717,0.46315305761202424,0.7410017391772936,16.398844196542633,16398.844196542632,Low Risk
rice,Madhya Pradesh,Zaid,806.3915557763067,27.96706132413584,37.01678343293514,7.027336374101421,40.1430290666193,50.19318077585988,103.01657953414632,42.21024218116308,23.734287446416165,0.43623894995245527,0.981244484961724,7.804267741286509,7804.267741286509,Low Risk
rice,Haryana,Kharif,703.302604297238,28.401783096775045,66.96206829713732,7.027534313005743,75.85318286500714,16.469607658576724,28.034721297129217,51.016285053306284,29.177229881043512,0.5764149136000554,0.3844940282830567,6.172685620894863,6172.685620894863,Low Risk
maize,Maharashtra,Kharif,260.8163118497997,34.269948465184164,40.048920798032256,6.1828001710832305,40.51281438917428,29.989272493560826,83.63807531790265,12.10560079386195,16.55378269049768,0.43367465326064286,0.9446513360619369,9.634259445482044,9634.259445482045,Low Risk
maize,Maharashtra,Zaid,478.15391683613444,27.946724852145195,80.27036514630194,6.995879174056039,52.5563026979351,75.67157688041603,98.19289364853373,33.767982940100985,16.155264653118504,0.5283965087091427,0.5372351502891793,10.287210528541408,10287.210528541407,Low Risk
barley,Karnataka,Rabi,1199.4827040238524,30.143435015512765,46.46802408820762,7.415844931359869,62.24884686596063,53.93498482247112,126.37654352979426,26.271723817780494,18.742532524746963,0.4164080409043119,0.7525923470446334,12.429406818160725,12429.406818160725,Low Risk
wheat,Karnataka,Zaid,299.535661110816,33.833201269022794,32.69360901145196,7.3710557757083714,56.7419537308177,56.06862160719943,115.35115583886959,17.990345924289414,12.099631868459056,0.38585631642307905,0.050774757049316,7.7813517441710465,7781.351744171046,Low Risk
millet,Haryana,Rabi,706.4113070221608,17.528300116998633,57.12438951923478,7.615367560479399,113.38665464126154,24.78017840098466,148.7583034206112,58.71147123877858,25.211323593106535,0.31498890073503455,0.01375655311083357,8.962222372422572,8962.222372422571,Low Risk
soybean,Bihar,Rabi,1049.3337546145772,39.086803088124235,89.98782676871774,5.841959664283222,42.349074649120325,77.07640211689495,30.179693183522396,44.4949056060061,28.292816233075452,0.4530263093159612,0.9473625137396928,12.114368531029998,12114.368531029997,Low Risk
soybean,Punjab,Zaid,500.65187300516396,36.157604401986205,78.78822613661067,5.92050309100799,38.01498359920471,24.45575259658237,91.09375657777306,25.45401001550296,11.800100112164964,0.3762904841363907,0.10767507857516834,7.752784118850326,7752.784118850326,Low Risk
millet,Tamil Nadu,Zaid,460.7086389937505,24.719315340577673,64.2157495531946,7.133388048614249,71.75363408668902,27.5813273392733,34.430438927220074,31.56347472179806,17.19409074569413,0.41154499573043,0.8313403124175974,11.265922865304123,11265.922865304123,Low Risk
barley,Madhya Pradesh,Rabi,1090.7930516903239,33.21043972684358,41.366328508105255,7.357798897512888,114.89159930233384,45.70676261772633,124.49774513733554,35.803063694578995,27.434584734185236,0.4374703356287525,0.16863943585512708,12.145833186508597,12145.833186508597,Low Risk
cotton,Madhya Pradesh,Zaid,504.8299469815731,34.05812761021866,37.0503022601151,7.050913156494921,70.33288064369624,44.71808015403491,94.76163805680494,10.760663895578329,13.083853596288524,0.2671439805433428,0.6310801552162479,12.436357279213992,12436.357279213991,Low Risk
cotton,Tamil Nadu,Rabi,851.493311252792,36.25616123539142,80.31303236609577,5.828573798698336,115.93744770113935,12.283948490893518,55.61990694130496,48.71496366028408,23.74889540007583,0.30105145667818933,0.5111203349313845,13.808161065039762,13808.161065039762,Low Risk
barley,Madhya Pradesh,Zaid,940.3129843309825,19.707920628351303,77.26244432555501,6.868381308092415,39.03554037973896,62.06453890693277,77.23557717862576,50.37374484038587,13.884650564704494,0.34198370357169483,0.1230340780946495,8.416457580703716,8416.457580703716,Low Risk
cotton,Madhya Pradesh,Kharif,988.617749307105,32.59256881609507,57.73131391022795,7.221277318144824,21.025637971525484,16.751784426674245,141.04592994072271,46.30955339307895,24.570673893708623,0.5980688913939489,0.21749576597091536,8.562649499472565,8562.649499472565,Low Risk
maize,Bihar,Rabi,1194.7596373069964,15.83351326315709,55.284581208729264,5.815055213661339,50.294520469624345,13.782473038471341,121.34186709232516,28.850790574792942,23.082043907634983,0.49733566524042433,0.6336066107495962,11.376979558682144,11376.979558682144,Low Risk
soybean,Maharashtra,Kharif,1003.1920697099004,17.889478101347034,74.92036735651484,5.628418728331432,83.81985133860232,45.501324680259444,89.13433850331931,14.976901149839158,29.07109874374248,0.212233015174552,0.8772210248747241,15.955568465235588,15955.568465235589,Low Risk
barley,Punjab,Zaid,857.0121568875344,34.401674011637596,62.16225895030122,6.086035430409482,79.2050009890591,13.377348196411997,124.13838845352521,10.248760298536782,21.118824097411064,0.8780104941806328,0.1737357377710289,11.120682456941132,11120.682456941133,Low Risk
soybean,Madhya Pradesh,Kharif,1095.4635577589736,35.32507509704399,54.250155101266145,5.708729158526176,44.17244647832851,24.047236683800623,23.978512156128286,31.81973256776105,19.124262163406485,0.4600127136088703,0.5270514742380437,9.328789364553565,9328.789364553564,Low Risk
millet,Haryana,Zaid,1105.7446356389473,29.810911303114118,45.10325136286957,5.841640571849339,86.157415136387,37.36638089547475,136.61685633573603,57.4843740649477,20.345539106523866,0.5186295343915512,0.994345135122055,17.800161255523058,17800.161255523057,Low Risk
rice,Bihar,Rabi,1173.166457659615,29.54214935459743,37.35381029430508,5.967760170944838,103.02473174178695,52.21817711269097,117.7575291467456,33.29726632244653,21.995905412336395,0.3578092528922183,0.45603977760258574,16.42409374593261,16424.09374593261,Low Risk
maize,Madhya Pradesh,Zaid,976.4652644764861,33.73778570919824,65.68760830037357,6.720591159978333,88.71963697619586,64.7922550317347,123.5475305365301,54.909997016412596,29.27925474814845,0.4714438312679562,0.1529809578015363,12.73268425106561,12732.68425106561,Low Risk
sugarcane,Haryana,Zaid,394.92733059813094,37.65212055221754,79.56293086274894,5.858474736862296,92.78575548880728,30.268566410463073,89.73015522163654,39.749351581028336,11.179021356605183,0.4855557748978833,0.911407273774231,10.970563403800389,10970.563403800388,Low Risk
maize,Karnataka,Rabi,909.8060889039901,25.527879271690743,74.77098675414665,6.890768992502533,50.76067868111156,42.982784215972,110.34075764138201,41.070890254108434,21.70431623641165,0.47789693566000485,0.892233192782997,11.255782827531743,11255.782827531742,Low Risk
barley,Maharashtra,Zaid,275.1284416438185,17.870527965183705,71.77910714796977,6.168518683314402,72.92083102076764,76.78577880925158,103.44706628884464,50.09038288267266,20.166747300080853,0.249060412764264,0.034897143959246146,9.022732363370352,9022.732363370353,Low Risk
sugarcane,Uttar Pradesh,Rabi,517.9629279153935,35.9749846106822,85.73112655100581,6.214276382239431,24.270531367516774,37.31502954113323,125.70575759856985,24.40800310323631,29.367022266561133,0.8083502721487366,0.3914700555570929,12.293675022253318,12293.675022253317,Low Risk
rice,Madhya Pradesh,Zaid,315.80751031558344,23.541103649268827,53.67100456057649,7.725016635987746,55.90813387109816,59.67533436434024,111.59769031738507,36.48331134498905,25.689769339512697,0.21782925253027222,0.9632215611825111,10.779723703818899,10779.7237038189,Low Risk
barley,Haryana,Rabi,1149.94260688754,18.34464433026476,38.23305402819986,7.351850867057082,101.57227517479362,28.995442108381383,85.36110559111114,14.550540210276239,27.47425134807424,0.6640193447505578,0.47006294665246384,12.288853343090654,12288.853343090654,Low Risk
wheat,Bihar,Kharif,538.754112224362,30.365410003570783,36.116946190637464,6.4755276050791695,99.01095911167225,53.62499330868194,31.058229903694063,57.753918410452165,11.519166214163599,0.33043710317530006,0.6134183296861783,9.992771401818194,9992.771401818194,Low Risk
soybean,Maharashtra,Zaid,913.2156464432497,29.452098130292242,87.3007245689331,6.529144962648779,114.08000396366386,66.331115533239,149.227391777357,59.724466646094996,27.115302578351447,0.872696326946157,0.22882187813695853,15.186605050790646,15186.605050790646,Low Risk
rice,Punjab,Zaid,771.3184357861273,26.856155162559716,65.33785295074438,5.76402308979941,116.87632224224001,73.99572320754805,65.78547927466768,38.51482792151043,25.105296798457758,0.3943586823473726,0.6984756170420701,16.53163129123951,16531.63129123951,Low Risk
soybean,Bihar,Zaid,307.51141305713685,36.49493110617897,78.64759449611114,7.442445665559795,117.26725171742214,75.62643376097463,118.8552718325796,56.08248431969011,20.010868582733625,0.4262099905350426,0.5642073904199623,11.936798892773368,11936.798892773368,Low Risk
cotton,Karnataka,Rabi,761.3444478808774,21.805645885084196,62.13359125052496,5.509174700011625,35.73813020957079,31.14232709658799,99.44880181413484,51.766417231761025,16.372429133979995,0.5796074523948538,0.5738713712106562,14.087991430323324,14087.991430323324,Low Risk
wheat,Tamil Nadu,Zaid,861.0235434248729,15.330881632109502,53.90966378912946,5.832305399346072,32.063359461162904,24.06166638204111,147.1099657077428,36.28414450470653,17.07024211773334,0.6044227093428447,0.5965611161284775,13.637855070966225,13637.855070966225,Low Risk
wheat,Madhya Pradesh,Rabi,1081.5172573136297,23.086717973554997,42.01617905201906,6.728347714299877,107.50822711366595,66.98271448516164,145.2989129172082,41.02372309072974,23.01804658280085,0.5821078101876329,0.011679636743717747,12.735151679054997,12735.151679054998,Low Risk
rice,Punjab,Zaid,270.08564241914314,15.24264901005322,81.38450069658708,5.933385161913686,58.31375119283042,54.07310916074021,76.48759536467608,46.455188604248015,11.94121778070273,0.3152812682653817,0.06896105869861024,10.126437319015443,10126.437319015442,Low Risk
wheat,Haryana,Kharif,495.6339850968406,28.58978027242098,33.81091423753785,6.955394315192975,55.71833669610191,39.01296038538261,130.7868180541165,26.575533370143557,14.85870025960099,0.480813799883363,0.8451946200275106,10.79684307697638,10796.84307697638,Low Risk
sugarcane,Madhya Pradesh,Zaid,892.3409439126125,24.4562073214962,84.01397235532235,5.50837303658585,73.36722443840098,12.539196802771208,35.6491928279801,25.481084802792644,23.240502767691524,0.3623845959567676,0.6173918572085928,5.014172053146834,5014.172053146834,Low Risk
wheat,Haryana,Kharif,234.33163587181187,35.348568521427154,42.30076673276931,5.726347791084024,65.14124548225683,31.54020617308193,47.485643415701624,51.43597931703437,15.923440598490437,0.25512826031449143,0.8009775707901846,7.671124673307221,7671.124673307221,Low Risk
soybean,Punjab,Rabi,403.55345617747093,34.939633812270436,30.571862755388203,7.258772001204386,42.30404952242311,17.794097562409313,94.53278694748845,19.436000683656037,25.796148887344387,0.37252252811165576,0.6084360747735331,4.149184258940218,4149.184258940218,Low Risk
soybean,Haryana,Kharif,418.6703964046681,25.86596233246659,36.23382690774199,6.825999410752687,104.46124230953238,44.43728886612357,47.56113023793022,21.817373844079967,24.724280809114347,0.6340625712787495,0.11510004178938515,9.76849565116665,9768.49565116665,Low Risk
barley,Bihar,Zaid,869.3264127735739,20.412131839645575,83.010522734896,5.544753763600992,110.92610335222537,67.91795129187315,35.45884535090136,39.61524614832852,20.073053733639256,0.4698650667416416,0.6103026007847597,11.789993335705113,11789.993335705112,Low Risk
soybean,Maharashtra,Zaid,485.9606794754475,25.560746648557426,34.422430631495516,5.973372675773462,94.75063673409524,31.881636092704774,46.375836180888726,29.869110987026744,25.786745020905947,0.8324390092018339,0.21261528788635997,12.18200292893789,12182.00292893789,Low Risk
barley,Haryana,Rabi,799.5956622601574,31.03294331359073,51.314435204676386,6.049615667050802,24.807211770815144,35.03161282580244,63.2100807265118,16.55806704726828,13.210745155104028,0.6351023420223936,0.6224108767878355,11.701328303353344,11701.328303353344,Low Risk
soybean,Karnataka,Zaid,1165.3484466763073,19.755149539322684,45.018994260435214,7.452839315456121,31.791653053618678,64.82308881865751,147.73094531098343,59.194915723025105,26.284219891921076,0.4581643150185753,0.6494293819467861,12.000758519422636,12000.758519422636,Low Risk
sugarcane,Maharashtra,Zaid,993.2429820012339,34.32616538925757,32.21127912509941,6.839836265367626,54.60111000228103,41.92558658203198,31.430132673841108,33.66340107381089,14.050176001280203,0.8705141096643647,0.5251828726560719,11.772903546235744,11772.903546235744,Low Risk
millet,Bihar,Rabi,532.902804644506,23.264005260881845,61.88801123756886,6.745276941239756,75.67102574894326,56.77313990934801,31.10510088549708,59.946793332802265,23.757652201433196,0.8113235525253399,0.03108401783542558,9.046895225295547,9046.895225295546,Low Risk
barley,Madhya Pradesh,Rabi,672.3999688393643,38.30442487293523,89.89997473328145,5.699410088879857,80.95145891048008,23.20375619185737,25.6995681966735,32.567954920891566,23.90503474766419,0.5029281986773375,0.10846091320110351,8.00155493393063,8001.554933930629,Low Risk
maize,Uttar Pradesh,Kharif,400.6739021010029,27.796763256865198,81.18044880477127,7.01097287887602,29.99952503247441,27.565902944246698,51.109308152642136,49.25780052124069,22.194063123062598,0.7501965854439359,0.5607262641619086,12.865823275323855,12865.823275323855,Low Risk
cotton,Madhya Pradesh,Rabi,215.72001030344984,36.17816335324305,40.13355731353013,5.858544819357931,116.02412541447706,54.44889315436649,34.528699326444375,45.194594103562096,20.892007684120372,0.6693031163832436,0.1614019478038501,12.512214725507489,12512.214725507489,Low Risk
rice,Haryana,Zaid,489.71539812485827,30.397314507415064,83.05896052389846,6.700005123993128,72.95703858698019,17.836138025189943,25.73812672042273,26.309922664833863,27.634859132784324,0.5352808776045491,0.10534103630884073,8.875682140101688,8875.682140101688,Low Risk
soybean,Haryana,Rabi,569.4086112049381,28.86504609446844,57.107608867308855,6.863061450258097,63.17470655390626,22.26884499689852,77.86216850026595,14.164618695459227,23.35364400728806,0.619666792875138,0.13578668662758275,9.23159383021379,9231.59383021379,Low Risk
wheat,Karnataka,Zaid,764.3671729184754,32.053253337127806,46.39503280266432,7.436315090929584,39.111783960067555,32.23309751651234,124.5999423145904,17.58545044779581,17.061460960144927,0.5960179095869289,0.7682745284751231,13.97556268457997,13975.562684579969,Low Risk
millet,Bihar,Kharif,1144.0666492637297,35.287278092694024,68.4183523740414,7.3548282463025325,115.08434836647662,22.63219059184261,32.94539646991092,11.913154154738839,25.710785889898872,0.36213492904392797,0.45548690549060566,12.287303612698848,12287.303612698848,Low Risk
soybean,Karnataka,Rabi,1147.8520730718337,31.112687610243405,43.0016889923157,5.937242909118192,64.73958347374997,78.28151470282316,33.76161617875525,42.8559610028827,14.291273571746965,0.3404554445564374,0.20975688353613697,10.971173480681713,10971.173480681713,Low Risk
wheat,Tamil Nadu,Zaid,270.0982988592888,34.93101717979256,82.7791072032239,7.607241002719121,31.778546054303796,27.929342806786565,125.4849795133998,13.277805867769324,16.888259524236027,0.6535946394240865,0.4768971646194481,8.502869805258852,8502.869805258852,Low Risk
cotton,Bihar,Rabi,814.6456795311703,19.761629111487824,67.45105152187861,5.506335425764741,81.43648997249485,76.82168556394522,62.581272654345064,24.804215709406684,25.589352010091204,0.4506636331008231,0.7667922271569984,17.06035748683196,17060.357486831963,Low Risk
cotton,Punjab,Rabi,242.3526508878561,21.937913509370027,38.16131290624169,6.25928892843389,55.015245250176385,69.24640469849282,85.0295404856484,15.730303317446412,29.38561464049739,0.23300554334832224,0.957632383179448,12.334435509596165,12334.435509596166,Low Risk
cotton,Punjab,Rabi,848.0810748157036,20.74307053968267,64.23893237696811,5.652642873239816,100.79963689992779,33.28306274881453,121.51993185290793,39.17719780254684,28.21261931348169,0.7304717294629985,0.852504768625229,15.761768531410983,15761.768531410982,Low Risk
wheat,Punjab,Rabi,317.7030622751466,34.957579695364394,60.62226254455239,7.158219360964171,74.54657160306058,48.416146387761,73.14576768251895,45.076630503155634,16.132020596104862,0.39628752130787176,0.29380803079613627,11.415699828624085,11415.699828624085,Low Risk
soybean,Karnataka,Kharif,1146.4028250221004,17.153213971426894,58.28733185106813,6.650517297334399,30.569920329196957,33.65756959017401,22.57425671919415,32.27635577513259,26.961614824046844,0.8049070500966569,0.3648466600144866,9.730865198971987,9730.865198971987,Low Risk
cotton,Punjab,Zaid,1064.3386825389694,34.8965799360432,51.898555290782156,5.902369122671144,95.06054924318316,59.21734938371621,74.1006925200843,57.89572170414908,20.89124750892639,0.2428783657848318,0.7235140602084329,11.244593205090741,11244.593205090741,Low Risk
sugarcane,Bihar,Rabi,222.3288305533833,24.726057495363044,58.452331330383615,5.695800892512592,50.46666101706873,35.34372200397925,135.24298183988998,23.44978324496776,18.802252998569152,0.5801054392464771,0.7490084672407948,10.505093825440424,10505.093825440425,Low Risk
barley,Punjab,Zaid,982.1317244578563,16.98767905043489,65.16068901958383,6.019993703073327,60.82440056304899,42.64282407712693,35.921526537056764,59.607884615921144,20.242868579092576,0.33278602126625184,0.07221440591845796,9.959546012771604,9959.546012771603,Low Risk
wheat,Uttar Pradesh,Kharif,835.8971171706111,25.610656538161557,74.01415897204794,7.617728328091605,97.56442860068067,60.319334234490874,107.90626579257078,39.255771860016004,24.043529028226086,0.4986235669403707,0.18975706993075125,13.613775945174222,13613.775945174222,Low Risk
wheat,Punjab,Zaid,695.369190634379,22.51255751334628,85.07253486711876,7.058605898587282,30.64531885936043,39.15089553429176,84.64379432693933,53.02051857393116,19.428091446218136,0.4618572195067504,0.13576316640079755,9.112630866143597,9112.630866143598,Low Risk
soybean,Haryana,Zaid,802.6344867524884,29.79880456956624,32.66304571929075,6.057153570119803,117.77791859999257,58.254707363555866,89.15331365757869,15.9993747229856,11.259597049897605,0.5249482191009252,0.7710528243540191,13.817912982728783,13817.912982728783,Low Risk
wheat,Tamil Nadu,Kharif,878.2500604631375,26.813165827345323,64.16064112548545,7.555612622569175,90.20863185985606,35.915848628443186,127.906787093126,59.18323164316152,10.901584701439983,0.6166583065300982,0.5949192058290346,14.189059759523808,14189.059759523807,Low Risk
wheat,Karnataka,Rabi,1084.457475560513,22.419434777208753,75.11843866219644,5.813937745631001,39.25937594172351,37.95563184296994,122.16099424943623,47.75250453063489,19.534477178373628,0.5227358922919819,0.7975793359329029,11.493658608095249,11493.65860809525,Low Risk
cotton,Maharashtra,Zaid,967.3576610427453,36.556648610137884,36.93324800199497,7.083416440410987,25.812520993996408,32.495635865469154,148.04446410757745,39.731671620215536,18.848986765701465,0.6576170282596991,0.8946806957037854,11.777943049064005,11777.943049064004,Low Risk
